No,words,transliteration,chinese,example sentence
1591,tournament,/ˈtʊənəmənt/,n. 锦标赛；联赛,He joined a tennis tournament.
1592,underneath,/ˌʌndəˈniːθ/,prep./adv. 在……下面,The cat hid underneath the bed.
1593,downsize,/ˈdaʊnsaɪz/,v. 精简规模；裁员,The company plans to downsize.
1594,clinical trial,/ˈklɪnɪkl ˈtraɪəl/,n. 临床试验,The drug is in clinical trial.
1595,market,/ˈmɑːkɪt/,n. 市场 v. 推销,The product sells well in the market.
1596,disabled,/dɪsˈeɪbld/,adj. 残疾的；有缺陷的,We should help the disabled.
1597,sound,/saʊnd/,adj. 健全的；合理的 n. 声音,He gave a sound advice.
1598,amplify,/ˈæmplɪfaɪ/,v. 放大；增强,The speaker amplifies the sound.
1599,full time,/fʊl taɪm/,adj. 全职的,She has a full time job.
1600,in addition,/ɪn əˈdɪʃn/,此外；另外,"In addition, we need more time."
1601,provided that,/prəˈvaɪdɪd ðæt/,假如；只要,We will go provided that it is fine.
1602,jaywalk,/ˈdʒeɪwɔːk/,v. 乱穿马路,Do not jaywalk on the street.
1603,compose,/kəmˈpəʊz/,v. 组成；作曲；写作,He composes music for films.
1604,sightsee,/ˈsaɪtsiː/,v. 观光；游览,We sightsee around the city.
1605,furthermore,/ˈfɜːðəmɔː(r)/,adv. 此外；而且,"Furthermore, it is very cheap."
1606,be under the weather,/bi ˈʌndə ðə ˈweðə(r)/,身体不舒服；微恙,I am under the weather today.
1607,core,/kɔː(r)/,n. 核心；果核,This is the core of the problem.
1608,reunion,/ˌriːˈjuːniən/,n. 团聚；重聚,We had a family reunion.
1609,server,/ˈsɜːvə(r)/,n. 服务器；服务员,The website server is down.
1610,negotiator,/nɪˈɡəʊʃieɪtə(r)/,n. 谈判者,He is an experienced negotiator.
1611,coherent,/kəʊˈhɪərənt/,adj. 连贯的；条理清晰的,His essay is coherent.
1612,cutting edge,/ˈkʌtɪŋ edʒ/,adj. 尖端的；领先的,We use cutting edge technology.
1613,aptitude,/ˈæptɪtjuːd/,n. 天资；天赋,She has an aptitude for math.
1614,librarian,/laɪˈbreəriən/,n. 图书管理员,The librarian helped me find a book.
1615,abandon,/əˈbændən/,v. 放弃；抛弃,Don’t abandon your dream.
1616,underdeveloped,/ˌʌndədɪˈveləpt/,adj. 不发达的,It is an underdeveloped region.
1617,configuration,/kənˌfɪɡəˈreɪʃn/,n. 配置；结构,Check the computer configuration.
1618,willingness,/ˈwɪlɪŋnəs/,n. 愿意；乐意,He showed willingness to help.
1619,declaration,/ˌdekləˈreɪʃn/,n. 声明；申报,He made a public declaration.
1620,collaborate,/kəˈlæbəreɪt/,v. 合作；协作,We collaborate on the project.
1621,schedule,/ˈʃedjuːl/,n. 日程表 v. 安排,Please follow the schedule.
1622,feedback,/ˈfiːdbæk/,n. 反馈,We welcome your feedback.
1623,distance,/ˈdɪstəns/,n. 距离,The distance is 10 kilometers.
1624,afford,/əˈfɔːd/,v. 买得起；承担得起,I can’t afford a new car.
1625,discipline,/ˈdɪsəplɪn/,n. 纪律；学科,Keep strict discipline.
1626,platform,/ˈplætfɔːm/,n. 平台；站台,This is an online learning platform.
1627,approach,/əˈprəʊtʃ/,n. 方法 v. 接近,We use a new approach.
1628,incompetent,/ɪnˈkɒmpɪtənt/,adj. 不胜任的；无能力的,He is incompetent for the job.
1629,simplicity,/sɪmˈplɪsəti/,n. 简单；朴素,The design stands for simplicity.
1630,workload,/ˈwɜːkləʊd/,n. 工作量,The workload is too heavy.
1631,design,/dɪˈzaɪn/,v./n. 设计,She designs beautiful dresses.
1632,surface,/ˈsɜːfɪs/,n. 表面；表层,The lake surface is calm.
1633,drama,/ˈdrɑːmə/,n. 戏剧；戏剧性事件,He is interested in stage drama.
1634,concisely,/kənˈsaɪsli/,adv. 简洁地,Please state your idea concisely.
1635,spokesman,/ˈspəʊksmən/,n. 发言人,The spokesman announced the news.
1636,freeze,/friːz/,v. 冻结；结冰,Freeze the payment temporarily.
1637,responsibility,/rɪˌspɒnsəˈbɪləti/,n. 责任,It is our responsibility to protect the environment.
1638,surpass,/səˈpɑːs/,v. 超过；胜过,His work surpasses our expectations.
1639,cohesive,/kəʊˈhiːsɪv/,adj. 凝聚的；有结合力的,The team is very cohesive.
1640,sense,/sens/,n. 感觉；意识,He has a good sense of direction.
1641,break down,/breɪk daʊn/,出故障；分解,The car broke down on the way.
1642,amount,/əˈmaʊnt/,n. 数量；总额,A large amount of money was spent.
1643,mark down,/mɑːk daʊn/,降价；记下,They mark down prices in the sale.
1644,beforehand,/bɪˈfɔːhænd/,adv. 事先；预先,Prepare your bag beforehand.
1645,gear,/ɡɪə(r)/,n. 齿轮；设备,We need camping gear.
1646,foam,/fəʊm/,n. 泡沫；泡沫材料,The sofa is made of sponge foam.
1647,relative,/ˈrelətɪv/,n. 亲戚 adj. 相对的,He is a distant relative of mine.
1648,distrustful,/dɪsˈtrʌstfl/,adj. 不信任的,She is distrustful of strangers.
1649,detour,/ˈdiːtʊə(r)/,n./v. 绕路；绕行,We had to detour due to roadwork.
1650,arrest,/əˈrest/,v./n. 逮捕；扣留,Police arrested the suspect.
1651,blend,/blend/,v. 混合；融合,Blend the flour and milk.
1652,shrewd,/ʃruːd/,adj. 精明的；机灵的,He is a shrewd businessman.
1653,hideous,/ˈhɪdiəs/,adj. 极其丑陋的；可怕的,The monster looked hideous.
1654,reject,/rɪˈdʒekt/,v. 拒绝；驳回,They rejected my application.
1655,symptom,/ˈsɪmptəm/,n. 症状；征兆,Fever is a common symptom.
1656,unnecessarily,/ʌnˈnesəsərəli/,adv. 不必要地,Don’t worry unnecessarily.
1657,decrease,/dɪˈkriːs/,v./n. 减少；降低,The number began to decrease.
1658,costume,/ˈkɒstjuːm/,n. 服装；戏服,She wore a Halloween costume.
1659,cast,/kɑːst/,v. 投射；选派演员 n. 演员阵容,The movie has a strong cast.
1660,irresistible,/ˌɪrɪˈzɪstəbl/,adj. 无法抗拒的,The cake is irresistible.
1661,admission,/ədˈmɪʃn/,n. 入场费；承认,Admission is free for children.
1662,corporation,/ˌkɔːpəˈreɪʃn/,n. 公司；企业,He works in a big corporation.
1663,rely,/rɪˈlaɪ/,v. 依靠；信赖,We rely on each other.
1664,take pride in,/teɪk praɪd ɪn/,为……自豪,I take pride in my country.
1665,life expectancy,/laɪf ɪkˈspektənsi/,n. 预期寿命,Life expectancy has increased.
1666,accuse,/əˈkjuːz/,v. 控告；指责,They accuse him of lying.
1667,ambitious,/æmˈbɪʃəs/,adj. 有雄心的；野心勃勃的,He is an ambitious young man.
1668,compatible,/kəmˈpætəbl/,adj. 兼容的；合得来的,The software is compatible with Windows.
1669,on site,/ɒn saɪt/,现场；在工地,We provide on site service.
1670,profess,/prəˈfes/,v. 宣称；公开表示,He professed his love for her.
1671,fall through,/fɔːl θruː/,落空；失败,The plan fell through at last.
1672,observe,/əbˈzɜːv/,v. 观察；遵守,Observe the traffic rules.
1673,compliment,/ˈkɒmplɪmənt/,n./v. 赞美；恭维,I compliment her on her dress.
1674,tax return,/tæks rɪˈtɜːn/,n. 纳税申报表,File your tax return on time.
1675,significant,/sɪɡˈnɪfɪkənt/,adj. 重大的；显著的,There is a significant change.
1676,personal,/ˈpɜːsənl/,adj. 个人的；私人的,This is my personal opinion.
1677,thoroughly,/ˈθʌrəli/,adv. 彻底地；仔细地,Clean the room thoroughly.
1678,legacy,/ˈleɡəsi/,n. 遗产；遗留问题,He left a great cultural legacy.
1679,culminate,/ˈkʌlmɪneɪt/,v. 达到顶点；以……告终,The event culminated in a ceremony.
1680,lifestyle,/ˈlaɪfstaɪl/,n. 生活方式,He has a healthy lifestyle.
1681,disease,/dɪˈziːz/,n. 疾病,Heart disease is common.
1682,locate,/ləʊˈkeɪt/,v. 定位；位于,The factory is located downtown.
1683,seal,/siːl/,n. 印章；海豹 v. 密封,Seal the envelope tightly.
1684,applause,/əˈplɔːz/,n. 掌声；喝彩,The audience burst into applause.
1685,call back,/kɔːl bæk/,回电话,I will call back later.
1686,unit,/ˈjuːnɪt/,n. 单位；单元,This is a basic unit.
1687,gain,/ɡeɪn/,v./n. 获得；收益,He gained much experience.
1688,leadership,/ˈliːdəʃɪp/,n. 领导能力；领导层,He has strong leadership.
1689,director,/dəˈrektə(r)/,n. 主管；导演,She is the director of the company.
1690,interest free,/ˈɪntrəst friː/,adj. 免息的,It is an interest free loan.
1691,contest,/ˈkɒntest/,n. 比赛；竞赛,He joined a singing contest.
1692,in honor of,/ɪn ˈɒnə ɒv/,为纪念；向……致敬,We held a party in honor of him.
1693,warrant,/ˈwɒrənt/,n. 搜查令；凭证 v. 保证,The police have a search warrant.
1694,automate,/ˈɔːtəmeɪt/,v. 使自动化,We automate the production line.
1695,utility,/juːˈtɪləti/,n. 公用事业；效用,Public utility includes water and electricity.
1696,development,/dɪˈveləpmənt/,n. 发展；开发,The city is fast in development.
1697,base on,/beɪs ɒn/,以……为基础,The story is based on real events.
1698,program,/ˈprəʊɡræm/,n. 程序；节目 v. 编程,Write a computer program.
1699,indicate,/ˈɪndɪkeɪt/,v. 表明；指示,The results indicate success.
1700,competency,/ˈkɒmpɪtənsi/,n. 能力；胜任,He has professional competency.
1701,dust,/dʌst/,n. 灰尘 v. 擦灰,The table is covered in dust.
1702,relation,/rɪˈleɪʃn/,n. 关系；联系,There is a close relation between them.
1703,assertion,/əˈsɜːʃn/,n. 断言；声明,His assertion is not true.
1704,litigate,/ˈlɪtɪɡeɪt/,v. 提起诉讼；打官司,They decided to litigate the dispute.
1705,esteem,/ɪˈstiːm/,n./v. 尊重；敬重,We esteem him highly.
1706,requisition,/ˌrekwɪˈzɪʃn/,n./v. 正式请求；征用,Submit a requisition for supplies.
1707,ensure,/ɪnˈʃʊə(r)/,v. 确保；保证,Please ensure your safety.
1708,contain,/kənˈteɪn/,v. 包含；容纳,The box contains many toys.
1709,application,/ˌæplɪˈkeɪʃn/,n. 申请；应用,Submit your job application.
1710,initiate,/ɪˈnɪʃieɪt/,v. 启动；发起,We initiate a new project.
1711,optimum,/ˈɒptɪməm/,adj. 最佳的；最优的,Keep the optimum temperature.
1712,inherent,/ɪnˈhɪərənt/,adj. 固有的；内在的,Risks are inherent in investment.
1713,leftover,/ˈleftəʊvə(r)/,n. 剩菜 adj. 剩余的,Eat the leftover food for lunch.
1714,psychology,/saɪˈkɒlədʒi/,n. 心理学,She studies psychology at college.
1715,discount,/ˈdɪskaʊnt/,n. 折扣 v. 打折,We give a 20% discount.
1716,moral,/ˈmɒrəl/,adj. 道德的 n. 道德,He has high moral standards.
1717,instruct,/ɪnˈstrʌkt/,v. 指导；指示,The teacher instructs students carefully.
1718,reassure,/ˌriːəˈʃʊə(r)/,v. 使安心；打消疑虑,I reassure you of my support.
1719,genuinely,/ˈdʒenjuɪnli/,adv. 真诚地；真正地,I genuinely hope you succeed.
1720,inspection,/ɪnˈspekʃn/,n. 检查；视察,Pass the safety inspection.
1721,broadcaster,/ˈbrɔːdkɑːstə(r)/,n. 广播公司；播音员,He works as a TV broadcaster.
1722,liquidated,/ˈlɪkwɪdeɪtɪd/,adj. 已清算的；已偿付的,The company was liquidated last year.
1723,dizzy,/ˈdɪzi/,adj. 头晕目眩的,I feel dizzy after spinning.
1724,acquire,/əˈkwaɪə(r)/,v. 获得；取得,He acquired a new language.
1725,back off,/bæk ɒf/,退缩；让步,He decided to back off from the argument.
1726,relocate,/ˌriːləʊˈkeɪt/,v. 搬迁；重新安置,The firm will relocate to the suburbs.
1727,accustomed,/əˈkʌstəmd/,adj. 习惯的,I am accustomed to early rising.
1728,mass produce,/mæs prəˈdjuːs/,大批量生产,Factories mass produce daily goods.
1729,notify,/ˈnəʊtɪfaɪ/,v. 通知；告知,Please notify me of any changes.
1730,placement,/ˈpleɪsmənt/,n. 放置；就业安排,The placement of furniture is nice.
1731,eligible,/ˈelɪdʒəbl/,adj. 符合条件的；有资格的,You are eligible for the scholarship.
1732,shuttle,/ˈʃʌtl/,n. 穿梭巴士 v. 往返运送,A shuttle runs between the airport.
1733,flourishing,/ˈflʌrɪʃɪŋ/,adj. 繁荣的；兴旺的,Business is flourishing.
1734,spreadsheet,/ˈspredʃiːt/,n. 电子表格,Make a spreadsheet for the data.
1735,exhale,/eksˈheɪl/,v. 呼气,Take a breath and exhale slowly.
1736,consider,/kənˈsɪdə(r)/,v. 考虑；认为,We consider your suggestion.
1737,alcohol,/ˈælkəhɒl/,n. 酒精；酒,He does not drink alcohol.
1738,saving,/ˈseɪvɪŋ/,n. 节省；存款,Building a saving plan is wise.
1739,briefcase,/ˈbriːfkeɪs/,n. 公文包,He carries a black briefcase.
1740,confiscate,/ˈkɒnfɪskeɪt/,v. 没收；查抄,Police confiscate illegal goods.
1741,analysis,/əˈnæləsɪs/,n. 分析,Carry out a data analysis.
1742,traditional,/trəˈdɪʃənl/,adj. 传统的,It is a traditional festival.
1743,analyst,/ˈænəlɪst/,n. 分析师,He is a financial analyst.
1744,resource,/rɪˈsɔːs/,n. 资源；财力,Protect natural resources.
1745,decidedly,/dɪˈsaɪdɪdli/,adv. 果断地；显然,It is decidedly better than before.
1746,announce,/əˈnaʊns/,v. 宣布；宣告,They announce the winner today.
1747,justify,/ˈdʒʌstɪfaɪ/,v. 证明…正当；为…辩护,Can you justify your action?
1748,obligated,/ˈɒblɪɡeɪtɪd/,adj. 有义务的,We are obligated to follow rules.
1749,serve,/sɜːv/,v. 服务；接待,They serve customers warmly.
1750,plot,/plɒt/,n. 情节；小块土地 v. 密谋,The movie has an exciting plot.
1751,conserve,/kənˈsɜːv/,v. 保护；节省,Conserve energy and water.
1752,intercom,/ˈɪntəkɒm/,n. 内部通话系统；对讲机,Speak through the intercom.
1753,deceive,/dɪˈsiːv/,v. 欺骗；蒙蔽,Do not deceive your friends.
1754,component,/kəmˈpəʊnənt/,n. 组成部分；零件,A computer has many components.
1755,pollute,/pəˈluːt/,v. 污染,Factories pollute the river.
1756,traffic jam,/ˈtræfɪk dʒæm/,n. 交通堵塞,I was late due to a traffic jam.
1757,product,/ˈprɒdʌkt/,n. 产品；产物,Launch a new product.
1758,leading edge,/ˌliːdɪŋ ˈedʒ/,adj. 前沿的；领先的,Use leading edge technology.
1759,ambition,/æmˈbɪʃn/,n. 抱负；野心,He has great ambition.
1760,impose,/ɪmˈpəʊz/,v. 强加；征收,Impose a new tax on cigarettes.
1761,diploma,/dɪˈpləʊmə/,n. 文凭；毕业证书,He received a college diploma.
1762,expend,/ɪkˈspend/,v. 花费；消耗,We expend much time on the task.
1763,in time,/ɪn taɪm/,及时；迟早,He arrived in time for the meeting.
1764,explore,/ɪkˈsplɔː(r)/,v. 探索；探究,Explore the beauty of nature.
1765,make a note,/meɪk ə nəʊt/,做笔记,Make a note of important points.
1766,investigate,/ɪnˈvestɪɡeɪt/,v. 调查；研究,Police investigate the accident.
1767,vague,/veɪɡ/,adj. 模糊的；不明确的,His idea is very vague.
1768,boost,/buːst/,v. 促进；提升,Exercise boosts your energy.
1769,simultaneously,/ˌsɪmlˈteɪniəsli/,adv. 同时地,Two events happened simultaneously.
1770,veteran,/ˈvetərən/,n. 老兵；老手 adj. 资深的,He is a veteran teacher.
1771,abate,/əˈbeɪt/,v. 减弱；减轻,The wind began to abate.
1772,monetary,/ˈmʌnɪtri/,adj. 货币的；金融的,It has monetary value.
1773,clarify,/ˈklærəfaɪ/,v. 澄清；阐明,Please clarify your meaning.
1774,forward,/ˈfɔːwəd/,v. 转发；转交 adj. 向前的,Forward the email to me.
1775,perspective,/pəˈspektɪv/,n. 观点；视角,Look at it from a new perspective.
1776,contrary,/ˈkɒntrəri/,adj. 相反的,"Contrary to his words, he did nothing."
1777,associate,/əˈsəʊsieɪt/,v. 联想；联系 n. 同事,I associate summer with holidays.
1778,kidnap,/ˈkɪdnæp/,v. 绑架；劫持,The man tried to kidnap the child.
1779,resort,/rɪˈzɔːt/,n. 度假胜地 v. 诉诸,It is a famous seaside resort.
1780,proficient,/prəˈfɪʃnt/,adj. 熟练的；精通的,She is proficient in English.
1781,riot,/ˈraɪət/,n. 暴乱；骚乱 v. 闹事,The police stopped the riot.
1782,precise,/prɪˈsaɪs/,adj. 精确的；准确的,Be precise with your words.
1783,setback,/ˈsetbæk/,n. 挫折；阻碍,He overcame many setbacks.
1784,premises,/ˈpremɪsɪz/,n. 经营场所；房屋,No entry to the premises without permission.
1785,suitable,/ˈsuːtəbl/,adj. 合适的；适宜的,The dress is suitable for you.
1786,election,/ɪˈlekʃn/,n. 选举；推选,The presidential election is coming.
1787,playwright,/ˈpleɪraɪt/,n. 剧作家,Shakespeare is a great playwright.
1788,likelihood,/ˈlaɪklihʊd/,n. 可能性,There is a high likelihood of rain.
1789,scene,/siːn/,n. 场景；现场,The crime scene was sealed off.
1790,employee,/ɪmˈplɔɪiː/,n. 雇员；员工,He is a hardworking employee.
1791,overestimate,/ˌəʊvərˈestɪmeɪt/,v. 高估,Do not overestimate your ability.
1792,insignificant,/ˌɪnsɪɡˈnɪfɪkənt/,adj. 无关紧要的；微小的,The difference is insignificant.
1793,in addition to,/ɪn əˈdɪʃn tu/,除…之外,"In addition to English, he speaks French."
1794,newsletter,/ˈnjuːzletə(r)/,n. 时事通讯；简报,Read the company newsletter.
1795,steady,/ˈstedi/,adj. 稳定的；平稳的,Keep a steady speed.
1796,revolve,/rɪˈvɒlv/,v. 旋转；围绕,Planets revolve around the sun.
1797,deflation,/dɪˈfleɪʃn/,n. 通货紧缩,The economy faces deflation pressure.
1798,benefit,/ˈbenɪfɪt/,n. 益处 v. 受益,Exercise benefits your health.
1799,fitness,/ˈfɪtnəs/,n. 健康；健身,He goes to the fitness center daily.
1800,consolidate,/kənˈsɒlɪdeɪt/,v. 巩固；整合,Consolidate your knowledge.
1801,analyze,/ˈænəlaɪz/,v. 分析,We analyze the market data.
1802,negotiation,/nɪˌɡəʊʃiˈeɪʃn/,n. 谈判；协商,Hold a business negotiation.
1803,acute,/əˈkjuːt/,adj. 严重的；急性的,He has an acute disease.
1804,constitution,/ˌkɒnstɪˈtjuːʃn/,n. 宪法；体质,Respect the national constitution.
